Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked_Q,Embarked_S,Sex_male,Title_Col,Title_Countess,Title_Don,Title_Dr,Title_Jonkheer,Title_Lady,Title_Major,Title_Master,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rev,Title_Sir
0,2,29.0,0,0,322,7.775,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,59.0,0,0,128,13.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,5.0,4,2,329,31.3875,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,24.0,0,0,554,10.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,677,7.55,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,44.0,1,0,198,26.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,8.0,0,2,556,26.25,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,19.0,0,0,231,10.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,33.0,0,0,636,12.275,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,1,0,193,14.4542,147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,29.69911764705882,1,0,444,15.5,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,29.0,0,0,674,10.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,22.0,0,0,658,7.125,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,30.0,0,0,213,7.225,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,44.0,2,0,92,90.0,78,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,25.0,0,0,325,7.775,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,24.0,0,2,166,14.5,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,37.0,1,1,54,52.5542,102,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,54.0,1,0,144,26.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,29.69911764705882,0,0,422,7.25,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.0,1,1,316,10.4625,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,62.0,0,0,31,26.55,83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,30.0,1,0,536,16.1,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,41.0,0,2,458,20.2125,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,29.0,0,2,185,15.2458,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,29.69911764705882,0,0,589,79.2,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,30.0,0,0,0,86.5,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,35.0,0,0,608,512.3292,147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,50.0,0,1,115,26.0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,29.69911764705882,0,0,482,7.75,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,3.0,4,2,329,31.3875,147,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,52.0,1,1,1,79.65,134,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,40.0,0,0,16,0.0,46,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,478,7.75,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,36.0,0,0,546,10.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,16.0,4,1,249,39.6875,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,25.0,1,0,334,7.775,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,58.0,0,1,588,153.4625,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,35.0,0,0,613,135.6333,89,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,29.69911764705882,0,0,47,31.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,25.0,0,0,574,0.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,41.0,0,1,162,19.5,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,37.0,0,1,594,29.7,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,29.69911764705882,0,0,465,7.75,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,63.0,1,0,71,77.9583,113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,45.0,0,0,326,7.75,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,29.69911764705882,0,0,135,0.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,7.0,4,1,480,29.125,147,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,35.0,1,1,551,20.25,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,65.0,0,0,290,7.75,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,28.0,0,0,340,7.8542,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,16.0,0,0,310,9.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,19.0,0,0,533,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,29.69911764705882,0,0,24,26.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,33.0,0,0,378,8.6625,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,30.0,0,0,308,9.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,22.0,0,0,353,7.8958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,42.0,0,0,134,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,22.0,0,0,464,7.75,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,26.0,0,0,91,78.85,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,19.0,1,0,64,91.0792,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,36.0,0,0,635,12.875,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,24.0,0,0,376,8.85,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,24.0,0,0,374,7.8958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,29.69911764705882,0,0,606,27.7208,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,23.5,0,0,212,7.2292,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2.0,1,2,37,151.55,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,29.69911764705882,0,0,98,30.5,51,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,50.0,0,1,585,247.5208,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,29.69911764705882,0,0,513,7.75,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,29.69911764705882,2,0,441,23.25,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,19.0,0,0,574,0.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,29.69911764705882,0,0,109,12.35,116,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,29.69911764705882,0,0,527,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0.92,1,2,37,151.55,62,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,29.69911764705882,0,0,83,110.8833,147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,17.0,1,0,611,108.9,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,30.0,1,0,575,24.0,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,30.0,0,0,584,56.9292,125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,24.0,0,0,59,83.1583,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,18.0,2,2,602,262.375,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,26.0,1,1,167,26.0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,28.0,0,0,382,7.8958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,43.0,1,1,571,26.25,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,26.0,0,0,343,7.8542,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,24.0,1,0,150,26.0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,54.0,0,0,232,14.0,147,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,31.0,0,2,453,164.8667,76,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,40.0,1,1,81,134.5,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,22.0,0,0,524,7.25,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,27.0,0,0,365,7.8958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,30.0,0,0,124,12.35,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,22.0,1,1,158,29.0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,29.69911764705882,6,2,568,69.55,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,36.0,0,0,613,135.6333,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,61.0,0,0,299,6.2375,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,36.0,0,0,229,13.0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,31.0,1,1,423,20.525,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,16.0,0,1,7,57.9792,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,29.69911764705882,2,0,441,23.25,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,45.5,0,0,20,28.5,56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,38.0,0,1,588,153.4625,85,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,16.0,2,0,302,18.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,29.69911764705882,1,0,605,133.65,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,29.69911764705882,0,0,370,7.8958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,29.0,1,0,36,66.6,61,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,41.0,0,0,81,134.5,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,45.0,0,0,510,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,45.0,0,0,39,35.5,146,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2.0,1,1,113,26.0,141,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,24.0,3,2,95,263.0,63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,28.0,0,0,159,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,25.0,0,0,149,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,36.0,0,0,112,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,24.0,0,0,157,13.0,142,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,40.0,0,0,257,13.0,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,29.69911764705882,1,0,483,16.1,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,3.0,1,1,562,15.9,147,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,42.0,0,0,262,8.6625,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,23.0,0,0,503,9.225,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,29.69911764705882,0,0,30,35.0,59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,15.0,1,1,214,7.2292,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,25.0,1,0,377,17.8,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,182,7.225,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,28.0,0,0,314,9.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,22.0,0,1,28,55.0,123,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,38.0,0,0,131,13.0,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,29.69911764705882,0,0,279,7.8792,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,29.69911764705882,0,0,285,7.8792,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,40.0,1,4,337,27.9,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,29.0,1,0,633,27.7208,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,45.0,0,1,211,14.4542,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,35.0,0,0,641,7.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,1,0,459,15.5,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,30.0,0,0,544,7.25,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,60.0,1,0,4,75.25,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,29.69911764705882,0,0,175,7.2292,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,29.69911764705882,0,0,78,7.75,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,24.0,0,0,581,69.3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,25.0,1,0,58,55.4417,131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,18.0,1,0,244,6.4958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,19.0,0,0,273,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,22.0,0,0,613,135.6333,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3.0,3,1,395,21.075,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,29.69911764705882,1,0,600,82.1708,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,22.0,0,0,545,7.25,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,27.0,0,2,27,211.5,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,20.0,0,0,183,4.0125,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,19.0,0,0,324,7.775,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,42.0,0,0,610,227.525,147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1.0,0,2,187,15.7417,147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,32.0,0,0,665,7.925,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,35.0,1,0,43,52.0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,29.69911764705882,0,0,371,7.8958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,18.0,0,0,621,73.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,1.0,5,2,566,46.9,147,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,36.0,0,0,220,13.0,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,29.69911764705882,0,0,447,7.7292,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,17.0,0,0,625,12.0,147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,36.0,1,2,33,120.0,47,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,21.0,0,0,401,7.7958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,28.0,2,0,246,7.925,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,23.0,1,0,416,113.275,103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,24.0,0,2,616,16.7,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,22.0,0,0,410,7.7958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,31.0,0,0,414,7.8542,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,46.0,0,0,226,26.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,23.0,0,0,146,10.5,147,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,28.0,0,0,140,12.65,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,39.0,0,0,663,7.925,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,26.0,0,0,292,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,21.0,1,0,492,9.825,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,28.0,1,0,668,15.85,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,20.0,0,0,267,8.6625,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,34.0,1,0,230,21.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,51.0,0,0,321,7.75,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3.0,1,1,237,18.75,147,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,21.0,0,0,255,7.775,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,3,1,488,25.4667,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,29.69911764705882,0,0,367,7.8958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,487,6.8583,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,33.0,1,0,92,90.0,78,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,29.69911764705882,0,0,135,0.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,44.0,0,0,655,7.925,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,295,8.05,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,34.0,1,1,224,32.5,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,18.0,0,2,168,13.0,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,30.0,0,0,225,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,10.0,0,2,307,24.15,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,29.69911764705882,0,0,392,7.8958,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,21.0,0,0,534,7.7333,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.0,0,0,259,7.875,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,28.0,1,1,331,14.4,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,18.0,1,1,458,20.2125,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,521,7.25,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,28.0,1,0,100,26.0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,19.0,0,0,170,26.0,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,29.69911764705882,0,0,437,7.75,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,32.0,0,0,644,8.05,115,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,28.0,0,0,3,26.55,71,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,29.69911764705882,1,0,476,16.1,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,42.0,1,0,627,26.0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,17.0,0,0,657,7.125,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,50.0,1,0,72,55.9,128,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,14.0,1,2,33,120.0,47,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,21.0,2,2,676,34.375,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,24.0,2,3,237,18.75,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,64.0,1,4,95,263.0,63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,31.0,0,0,547,10.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,45.0,1,1,571,26.25,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,20.0,0,0,305,9.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,25.0,1,0,328,7.775,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,28.0,0,0,116,13.0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,29.69911764705882,0,0,499,8.1125,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4.0,0,2,289,81.8583,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,13.0,0,1,162,19.5,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,34.0,0,0,45,26.55,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,5.0,2,1,194,19.2583,147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,52.0,0,0,40,30.5,50,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,36.0,1,2,561,27.75,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,1,0,497,19.9667,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,30.0,0,0,22,27.75,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,49.0,1,0,84,89.1042,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,528,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,29.0,0,0,379,7.8958,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,65.0,0,0,73,26.55,126,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,29.69911764705882,1,0,86,51.8625,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,50.0,0,0,572,10.5,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,29.69911764705882,0,0,468,7.75,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,48.0,0,0,96,26.55,117,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,34.0,0,0,429,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,47.0,0,0,6,38.5,133,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,48.0,0,0,121,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,539,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
